Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q3TPU9|Q3TPU9_MOUSE Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 SV=1;tr|A0A0A6YXJ4|A0A0A6YXJ4_MOUSE Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 SV=1;tr|A0A0A6YWE6|A0A0A6YWE6_MOUSE Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 SV,1897200,1970000,1474200,1271400,1836000,1528600
tr|A0A0A6YWH4|A0A0A6YWH4_MOUSE Sodium-coupled neutral amino acid transporter 3 (Fragment) OS=Mus musculus OX=10090 GN=Slc38a3 PE=1 SV=1;tr|A0A0A6YWF5|A0A0A6YWF5_MOUSE Sodium-coupled neutral amino acid transporter 3 (Fragment) OS=Mus musculus OX=10090 GN=Sl,1605600,2569700,2094400,1381300,821350,2426000
tr|A0A0A6YWF9|A0A0A6YWF9_MOUSE Tyrosine-protein kinase receptor OS=Mus musculus OX=10090 GN=Ntrk3 PE=1 SV=1;tr|A0A0A6YWL7|A0A0A6YWL7_MOUSE Tyrosine-protein kinase receptor OS=Mus musculus OX=10090 GN=Ntrk3 PE=1 SV=1;sp|Q6VNS1|NTRK3_MOUSE NT-3 growth factor,116900,118210,114280,95767,75005,129730
tr|E9QNQ4|E9QNQ4_MOUSE Rap guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Rapgef2 PE=1 SV=1;tr|Q6NXI4|Q6NXI4_MOUSE Rapgef2 protein (Fragment) OS=Mus musculus OX=10090 GN=Rapgef2 PE=2 SV=1;tr|A0A0A6YWG7|A0A0A6YWG7_MOUSE Rap guanine nucleot,3385400,3710700,2776600,2700200,1693700,3273000
tr|A0A0A6YXS8|A0A0A6YXS8_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;tr|A0A0A6YX49|A0A0A6YX49_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;tr|A0A0A6YWH7|A0A0A6YWH7_MOUSE Antithrombin-III (Fragment) OS=Mus ,247930,257270,370020,294800,280090,322180
tr|A0A0A6YX33|A0A0A6YX33_MOUSE Serine/threonine-protein kinase DCLK2 OS=Mus musculus OX=10090 GN=Dclk2 PE=1 SV=1;tr|A0A0A6YWI6|A0A0A6YWI6_MOUSE Serine/threonine-protein kinase DCLK2 OS=Mus musculus OX=10090 GN=Dclk2 PE=1 SV=1;tr|A0A0A6YX71|A0A0A6YX71_MOUSE,573610,505930,500880,337970,346380,515140
tr|A0A0A6YWM0|A0A0A6YWM0_MOUSE Protocadherin 9 (Fragment) OS=Mus musculus OX=10090 GN=Pcdh9 PE=1 SV=1;tr|A0A0A6YY37|A0A0A6YY37_MOUSE Protocadherin 9 OS=Mus musculus OX=10090 GN=Pcdh9 PE=1 SV=1;tr|B2RXR7|B2RXR7_MOUSE Pcdh9 protein OS=Mus musculus OX=10090 G,33852,38246,45257,40823,28723,39619
tr|A0A0A6YWM5|A0A0A6YWM5_MOUSE Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=1;tr|E9QKE4|E9QKE4_MOUSE Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=1;sp,625490,432730,530680,436250,364680,604880
tr|A0A0A6YWP5|A0A0A6YWP5_MOUSE Tumor suppressor candidate 2 OS=Mus musculus OX=10090 GN=Tusc2 PE=1 SV=1;tr|Q542N4|Q542N4_MOUSE Tumor suppressor candidate 2 OS=Mus musculus OX=10090 GN=Tusc2 PE=1 SV=1;sp|Q9WVF8|TUSC2_MOUSE Tumor suppressor candidate 2 OS=Mu,586990,755060,522310,435340,318270,518710
tr|A0A0A6YX18|A0A0A6YX18_MOUSE V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;sp|Q8BVE3|VATH_MOUSE V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;tr|A0A0A6YWP6|A0A0A6YWP6_MOUSE V-type proton ATPas,9464400,11565000,8763800,7746200,6622700,10430000
"tr|A0A0A6YX73|A0A0A6YX73_MOUSE cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=1;tr|Q8K1M3|Q8K1M3_MOUSE Protein kinase, cAMP dependent regulatory, type II alpha OS=Mus musculus OX=10090 GN=Prkar2a ",19932000,21700000,20066000,13443000,12098000,19362000
tr|A0A0A6YXG0|A0A0A6YXG0_MOUSE Syntaxin-6 OS=Mus musculus OX=10090 GN=Stx6 PE=1 SV=1;tr|Q3UA21|Q3UA21_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx6 PE=2 SV=1;tr|Q3TX70|Q3TX70_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx6 P,372660,363460,332600,312440,233150,368560
"tr|A0A0A6YXR4|A0A0A6YXR4_MOUSE Quinone oxidoreductase (Fragment) OS=Mus musculus OX=10090 GN=Cryz PE=1 SV=5;tr|Q80XR3|Q80XR3_MOUSE Crystallin, zeta OS=Mus musculus OX=10090 GN=Cryz PE=2 SV=1;tr|Q3UYY0|Q3UYY0_MOUSE Uncharacterized protein OS=Mus musculus OX",1797600,2099100,1909600,1209300,1307900,1629000
tr|A0A0A6YXS4|A0A0A6YXS4_MOUSE Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=1;tr|A0A0A6YY72|A0A0A6YY72_MOUSE Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=1;,27095,22602,19881,18183,18363,18277
tr|A0A0A6YY29|A0A0A6YY29_MOUSE Calcyclin-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1;sp|Q9CXW3|CYBP_MOUSE Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,1493500,1424200,1316600,989080,846050,837130
tr|B2RRE3|B2RRE3_MOUSE Camsap1l1 protein OS=Mus musculus OX=10090 GN=Camsap2 PE=2 SV=1;tr|A0A0A6YY67|A0A0A6YY67_MOUSE Calmodulin-regulated spectrin-associated protein 2 OS=Mus musculus OX=10090 GN=Camsap2 PE=1 SV=1;tr|H7BX08|H7BX08_MOUSE Calmodulin-regulat,137250,194780,139490,141300,100630,157410
tr|E9Q2S0|E9Q2S0_MOUSE Protocadherin 7 OS=Mus musculus OX=10090 GN=Pcdh7 PE=1 SV=2;tr|A0A0A6YY83|A0A0A6YY83_MOUSE Protocadherin 7 OS=Mus musculus OX=10090 GN=Pcdh7 PE=1 SV=1;tr|Q3USI1|Q3USI1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pcdh7 P,48693,67971,54282,89473,28108,72444
tr|A0A0A6YY91|A0A0A6YY91_MOUSE Neural cell adhesion molecule 1 (Fragment) OS=Mus musculus OX=10090 GN=Ncam1 PE=1 SV=1,28160000,28022000,18862000,26305000,24583000,18967000
tr|Q3TM37|Q3TM37_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Snw1 PE=2 SV=1;tr|A0A0B4J1E2|A0A0B4J1E2_MOUSE SNW domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snw1 PE=1 SV=1;sp|Q9CSN1|SNW1_MOUSE SNW domain-containing protei,0,0,0,0,0,0
tr|A0A0G2JDC3|A0A0G2JDC3_MOUSE cDNA sequence BC037034 OS=Mus musculus OX=10090 GN=BC037034 PE=1 SV=1;tr|E9Q2V5|E9Q2V5_MOUSE cDNA sequence BC037034 OS=Mus musculus OX=10090 GN=BC037034 PE=1 SV=1;sp|Q3UTZ3|CG043_MOUSE Uncharacterized protein C7orf43 homolog ,428360,645340,294880,448240,470160,281940
tr|A0A0G2JEQ8|A0A0G2JEQ8_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=1;tr|A0A0G2JH16|A0A0G2JH16_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=1;tr|A0A0G2JFV3|A0A0G2JFV3_M,228380,245850,249120,190840,115470,273910
tr|A0A0G2JDI4|A0A0G2JDI4_MOUSE Glutamate--cysteine ligase regulatory subunit (Fragment) OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1;tr|H3BJA3|H3BJA3_MOUSE Glutamate--cysteine ligase regulatory subunit (Fragment) OS=Mus musculus OX=10090 GN=Gclm PE=1 SV=1;tr,870600,584280,945390,521950,524910,880110
"tr|A0A0G2JDI9|A0A0G2JDI9_MOUSE ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=1;tr|Q9DBZ6|Q9DBZ6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Abcd3 PE=2 SV=1;tr|Q91VT3|Q91VT3_MOUSE ATP-binding cassette, su",422470,589990,479020,280930,323510,476580
tr|A0A0G2JEA2|A0A0G2JEA2_MOUSE DCN1-like protein OS=Mus musculus OX=10090 GN=Dcun1d1 PE=1 SV=1;tr|A0A0G2JDN9|A0A0G2JDN9_MOUSE DCN1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Dcun1d1 PE=1 SV=4;tr|A0A1B0GXL7|A0A1B0GXL7_MOUSE DCN1-like protein (Fragm,70525,86724,74070,58667,55066,73684
tr|A0A0G2JEC8|A0A0G2JEC8_MOUSE Protein ABHD4 (Fragment) OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1;tr|A0A0G2JDM2|A0A0G2JDM2_MOUSE Protein ABHD4 (Fragment) OS=Mus musculus OX=10090 GN=Abhd4 PE=1 SV=1;tr|Q99KW5|Q99KW5_MOUSE Abhd4 protein (Fragment) OS=Mus m,136680,155150,146040,125440,86564,146330
tr|A0A0G2JE73|A0A0G2JE73_MOUSE Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1;tr|A0A0G2JDN3|A0A0G2JDN3_MOUSE Serrate RNA effector molecule homolog OS=Mus musculus OX=10090 GN=Srrt PE=1 SV=1;sp|Q99MR6|SRRT_MOUSE Serrate RNA,0,0,0,0,0,0
tr|A0A0G2JGR0|A0A0G2JGR0_MOUSE HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=1 SV=1;tr|Q8R5I5|Q8R5I5_MOUSE HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=2 SV=1;tr|Q3UXX9|Q3UXX9_MOUSE HCLS1-associated protein X-1 OS=Mus,0,0,0,0,0,0
tr|A0A0G2JE24|A0A0G2JE24_MOUSE Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1;tr|A0A0G2JDT1|A0A0G2JDT1_MOUSE Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1;tr|A0A0G2J,622020,847770,673870,519700,342940,832950
tr|B9EHV0|B9EHV0_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=1;tr|A0A0G2JDT9|A0A0G2JDT9_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=1;tr|A0A0G2JFZ5|A0A0G2JFZ5_MOUSE L,2943100,3522800,2619600,2055300,1420500,3066300
tr|A0A0G2JDX7|A0A0G2JDX7_MOUSE Inactive histone-lysine N-methyltransferase 2E (Fragment) OS=Mus musculus OX=10090 GN=Kmt2e PE=1 SV=1,1582.4,0,0,0,0,0
tr|F7C545|F7C545_MOUSE Ankyrin repeat and KH domain-containing 1 (Fragment) OS=Mus musculus OX=10090 GN=Ankhd1 PE=1 SV=1;tr|Q6KAP1|Q6KAP1_MOUSE MFLJ00246 protein (Fragment) OS=Mus musculus OX=10090 GN=mFLJ00246 PE=4 SV=1;tr|A0A1W2P6X1|A0A1W2P6X1_MOUSE Anky,6515.7,9083,3867.4,11577,2315.1,4025
"tr|A0A0G2JE32|A0A0G2JE32_MOUSE Ubiquitin-conjugating enzyme E2 D3 (Fragment) OS=Mus musculus OX=10090 GN=Ube2d3 PE=1 SV=1;tr|Q9D1S1|Q9D1S1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ube2d3 PE=2 SV=1;tr|Q4QQL2|Q4QQL2_MOUSE MCG22362, isoform C",61656,83855,78102,57576,50571,73233
tr|A0A0G2JEU6|A0A0G2JEU6_MOUSE Rho guanine nucleotide exchange factor 9 (Fragment) OS=Mus musculus OX=10090 GN=Arhgef9 PE=1 SV=1;tr|S4R1K5|S4R1K5_MOUSE Rho guanine nucleotide exchange factor 9 OS=Mus musculus OX=10090 GN=Arhgef9 PE=1 SV=1;tr|B1AXI2|B1AXI2_,1824400,1725800,1613800,1430400,1136200,1898200
tr|A0A0G2JEC4|A0A0G2JEC4_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1;sp|Q9JK48|SHLB1_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1,1865800,1818600,1622200,1476800,975320,1692300
tr|C6EQG9|C6EQG9_MOUSE ASL1/Amph fusion protein OS=Mus musculus OX=10090 PE=2 SV=1;tr|A0A0G2JEG8|A0A0G2JEG8_MOUSE Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1;sp|Q7TQF7|AMPH_MOUSE Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1;tr|Q8BXH2|Q,19840000,17295000,19507000,16751000,12442000,14438000
tr|A0A0H2UH27|A0A0H2UH27_MOUSE Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=1;tr|A0A0G2JEP0|A0A0G2JEP0_MOUSE Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 S,1341900,533650,1384900,868950,387650,1301800
tr|A0A0G2JER9|A0A0G2JER9_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=1;sp|O54946|DNJB6_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=4;tr|A0A0G2JGN9|A0A0G2JGN9_MOUSE DnaJ homolog s,399270,321320,215370,444890,433180,256280
"tr|A0A0G2JEU1|A0A0G2JEU1_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1;tr|Q544B1|Q544B1_MOUSE Aldehyde dehydrogenase 2, mitochondrial, isoform CRA_b OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1;tr|Q3UJW1|Q3UJW1_MOUS",11803000,11947000,12395000,8781700,8080800,12860000
tr|A0A0G2JGY8|A0A0G2JGY8_MOUSE 60S ribosomal protein L34 (Fragment) OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=4;tr|A0A0G2JEY6|A0A0G2JEY6_MOUSE 60S ribosomal protein L34 OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=1;sp|Q9D1R9|RL34_MOUSE 60S ribosomal protein ,1726100,1586700,1835100,964210,910770,2015500
tr|A0A0G2JGW5|A0A0G2JGW5_MOUSE RIMS-binding protein 2 OS=Mus musculus OX=10090 GN=Rimbp2 PE=1 SV=1;tr|A0A0G2JFB0|A0A0G2JFB0_MOUSE RIMS-binding protein 2 OS=Mus musculus OX=10090 GN=Rimbp2 PE=1 SV=1;tr|D3YXR8|D3YXR8_MOUSE RIMS-binding protein 2 OS=Mus muscu,1181100,1150400,999610,705510,495180,1315100
tr|Q6NSP6|Q6NSP6_MOUSE 2410025L10Rik protein (Fragment) OS=Mus musculus OX=10090 GN=Fbrsl1 PE=2 SV=1;tr|Q6ZPN3|Q6ZPN3_MOUSE MKIAA1545 protein (Fragment) OS=Mus musculus OX=10090 GN=mKIAA1545 PE=4 SV=1;tr|E9PUB6|E9PUB6_MOUSE Fibrosin-like 1 OS=Mus musculus ,1378100,1162600,1351600,1153700,1033500,1491800
tr|A0A0G2JFM9|A0A0G2JFM9_MOUSE Formin-binding protein 1-like (Fragment) OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=1;tr|E9PUK3|E9PUK3_MOUSE Formin-binding protein 1-like OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=1;tr|E9PUI5|E9PUI5_MOUSE Formin-binding pro,39357,50293,34065,32118,15614,40892
tr|A0A0G2JFP9|A0A0G2JFP9_MOUSE Vascular cell adhesion protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Vcam1 PE=1 SV=1;tr|Q544V4|Q544V4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE=1 SV=1;tr|Q91X98|Q91X98_MOUSE Vascular cell adhesion molecule ,375680,290110,385950,224710,161830,416440
tr|A0A0G2JFW6|A0A0G2JFW6_MOUSE Regulation of nuclear pre-mRNA domain-containing protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Rprd2 PE=1 SV=1;sp|Q6NXI6|RPRD2_MOUSE Regulation of nuclear pre-mRNA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Rp,1692100,1934300,700770,1837900,2272100,651740
tr|A0A0G2JG00|A0A0G2JG00_MOUSE Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1;tr|Q0P6B2|Q0P6B2_MOUSE Far upstream element (FUSE) binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=2 SV=1;tr|Q3TUE1|Q3TUE1_MOUSE Far up,2345600,2865500,2572200,1744900,1235300,2694300
"tr|A0A0G2JG95|A0A0G2JG95_MOUSE Serine/threonine-protein phosphatase PGAM5, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Pgam5 PE=1 SV=1;tr|B7ZNW0|B7ZNW0_MOUSE Pgam5 protein OS=Mus musculus OX=10090 GN=Pgam5 PE=2 SV=1;tr|A1A4A7|A1A4A7_MOUSE Pgam5 pr",1220500,1662000,980660,1070600,687930,1247100
tr|A0A0G2JGE0|A0A0G2JGE0_MOUSE BRI3-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1;sp|Q8BXV2|BRI3B_MOUSE BRI3-binding protein OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1,976980,766090,891360,936120,576880,1219400
tr|A0A0G2JGE8|A0A0G2JGE8_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1;sp|Q9JIA1|LGI1_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1;tr|A0A0G2JGB7|A0A0G2JGB7_MOUSE Leu,9431400,9719800,10336000,8326000,5622500,13146000
tr|A0A0G2JGJ1|A0A0G2JGJ1_MOUSE Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=1;sp|Q8BVI4|DHPR_MOUSE Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=2;tr|D3Z099|D3Z099_MOUSE Dihydropteridine reductase (Fragment) OS=,7822000,5568400,7234100,5371000,4513300,7693600
tr|A0A0G2JGL8|A0A0G2JGL8_MOUSE Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1;sp|Q99PU8|DHX30_MOUSE Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1;tr|Q80TP6|Q80TP6_MOUSE MKIAA089,119190,117120,92641,138500,73058,103210
"tr|A0A0G2JGN6|A0A0G2JGN6_MOUSE 26S proteasome non-ATPase regulatory subunit 9 (Fragment) OS=Mus musculus OX=10090 GN=Psmd9 PE=1 SV=1;tr|Q3THC1|Q3THC1_MOUSE Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 9 OS=Mus musculus OX=10090 GN=Psmd9 PE=2 SV",1806800,1942400,1764800,1351700,1184700,1788800
tr|A0A0G2JGP4|A0A0G2JGP4_MOUSE GTPase NRas (Fragment) OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1;tr|Q9D091|Q9D091_MOUSE GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1;tr|Q3UCX0|Q3UCX0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nras P,3711000,4180000,3645300,3098500,2563300,4269700
tr|A0A0G2JGR7|A0A0G2JGR7_MOUSE GRB10-interacting GYF protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=1;sp|Q99MR1|GGYF1_MOUSE GRB10-interacting GYF protein 1 OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=2,13380,15707,9100.2,8857.7,9889.5,4864.6
tr|K7N6S0|K7N6S0_MOUSE Spermatogenesis-associated glutamate (E)-rich protein 4B (Fragment) OS=Mus musculus OX=10090 GN=Speer4b PE=4 SV=1;tr|D3Z7H5|D3Z7H5_MOUSE Predicted gene 1979 OS=Mus musculus OX=10090 GN=Gm1979 PE=4 SV=2;tr|Q9D9F7|Q9D9F7_MOUSE Spermato,111390,113290,143980,78479,42888,178980
tr|A0A0G2JGS4|A0A0G2JGS4_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=1;sp|Q6PHZ2|KCC2D_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 G,330210,329310,383280,191580,173530,333660
tr|A0A0G2JGX4|A0A0G2JGX4_MOUSE Sodium/potassium-transporting ATPase subunit alpha OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1;sp|Q6PIC6|AT1A3_MOUSE Sodium/potassium-transporting ATPase subunit alpha-3 OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1;tr|Q8VCE0,597700000,593200000,531680000,482510000,449000000,550240000
tr|A0A0G2JGY9|A0A0G2JGY9_MOUSE Phospholipid phosphatase-related protein type 4 (Fragment) OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=1;sp|Q7TME0|PLPR4_MOUSE Phospholipid phosphatase-related protein type 4 OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=2,2991200,3472100,2516800,2235200,1509100,2622400
tr|Q80TK2|Q80TK2_MOUSE Ubiquitinyl hydrolase 1 (Fragment) OS=Mus musculus OX=10090 GN=mKIAA1097 PE=3 SV=2;tr|A0A0H2UKB8|A0A0H2UKB8_MOUSE Ubiquitinyl hydrolase 1 OS=Mus musculus OX=10090 GN=Usp33 PE=1 SV=1;sp|Q8R5K2|UBP33_MOUSE Ubiquitin carboxyl-terminal h,142130,148530,185450,104700,75704,180470
tr|B1AWN6|B1AWN6_MOUSE Sodium channel protein OS=Mus musculus OX=10090 GN=Scn2a PE=1 SV=1;tr|A0A0R5RP28|A0A0R5RP28_MOUSE Sodium channel protein OS=Mus musculus OX=10090 GN=Scn2a PE=2 SV=1;tr|A0A0J9YTW6|A0A0J9YTW6_MOUSE Sodium channel protein OS=Mus musculu,1512500,1807800,1385000,1202100,945640,1487700
"tr|A0A0J9YTY0|A0A0J9YTY0_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1;tr|A0A0J9YUL3|A0A0J9YUL3_MOUSE Septin 11, isoform CRA_b OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1;sp|Q8C1B7|SEP11_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE",23478000,23063000,22329000,18973000,14655000,25269000
tr|A0A0J9YUM4|A0A0J9YUM4_MOUSE C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=1;tr|A0A0J9YU62|A0A0J9YU62_MOUSE C-terminal-binding protein 1 OS=Mus musculus OX=10090 GN=Ctbp1 PE=1 SV=1;sp|O88712|CTBP1_MOUSE C-terminal-binding protein,12099000,10193000,12632000,9402000,6731600,12197000
tr|A0A0J9YU93|A0A0J9YU93_MOUSE OCIA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ociad2 PE=1 SV=1;sp|Q9D8W7|OCAD2_MOUSE OCIA domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ociad2 PE=1 SV=1,4577900,6069100,3748700,3669600,2012800,4908400
tr|A0A0J9YUH6|A0A0J9YUH6_MOUSE DNA-directed RNA polymerases I and III subunit RPAC2 OS=Mus musculus OX=10090 GN=Polr1d PE=1 SV=1;tr|A0A0J9YV27|A0A0J9YV27_MOUSE DNA-directed RNA polymerases I and III subunit RPAC2 OS=Mus musculus OX=10090 GN=Polr1d PE=1 SV=,0,0,0,0,0,0
tr|A0A0J9YUI1|A0A0J9YUI1_MOUSE Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=1;tr|D3Z4U3|D3Z4U3_MOUSE Ubiquitin-conjugating enzyme E2 K OS=Mus musculus OX=10090 GN=Ube2k PE=1 SV=1;tr|Q6ZWQ6|Q6ZWQ6_MOUSE Huntingtin interacting ,2005400,1326100,1868900,1485200,995560,1965400
tr|A0A0J9YUN4|A0A0J9YUN4_MOUSE Dynamin-1 OS=Mus musculus OX=10090 GN=Dnm1 PE=1 SV=1;tr|A0A0J9YUE9|A0A0J9YUE9_MOUSE Dynamin-1 OS=Mus musculus OX=10090 GN=Dnm1 PE=1 SV=1,199830000,225650000,205430000,169970000,109410000,234470000
tr|Q8K0J8|Q8K0J8_MOUSE Eif4g1 protein OS=Mus musculus OX=10090 GN=Eif4g1 PE=2 SV=1;tr|Q6PD42|Q6PD42_MOUSE Eif4g1 protein (Fragment) OS=Mus musculus OX=10090 GN=Eif4g1 PE=2 SV=1;tr|A0A0J9YUS5|A0A0J9YUS5_MOUSE Eukaryotic translation initiation factor 4 gamma,1903300,1785100,1696700,1416600,1079100,1871800
tr|A0A0J9YUY0|A0A0J9YUY0_MOUSE Translation initiation factor eIF-2B subunit delta (Fragment) OS=Mus musculus OX=10090 GN=Eif2b4 PE=1 SV=1;tr|D3Z780|D3Z780_MOUSE Translation initiation factor eIF-2B subunit delta OS=Mus musculus OX=10090 GN=Eif2b4 PE=1 SV=1,113850,135760,112020,110430,71312,142650
tr|A0A0J9YV90|A0A0J9YV90_MOUSE F-box-like/WD repeat-containing protein TBL1XR1 OS=Mus musculus OX=10090 GN=Tbl1xr1 PE=1 SV=1;sp|Q8BHJ5|TBL1R_MOUSE F-box-like/WD repeat-containing protein TBL1XR1 OS=Mus musculus OX=10090 GN=Tbl1xr1 PE=1 SV=1;sp|Q9QXE7|TBL1X,45714,54058,65252,28156,28812,53424
tr|Q9WUT8|Q9WUT8_MOUSE DSD-1-proteoglycan OS=Mus musculus OX=10090 GN=Ptprz1 PE=2 SV=1;tr|A0A0J9YVD2|A0A0J9YVD2_MOUSE Receptor-type tyrosine-protein phosphatase zeta OS=Mus musculus OX=10090 GN=Ptprz1 PE=1 SV=1;sp|B9EKR1|PRPTZ_MOUSE Receptor-type tyrosine-,8713000,7952900,8068500,7124600,5237000,8421100
