Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|B7ZNR9|B7ZNR9_MOUSE Map4k4 protein OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1;tr|B2RUE8|B2RUE8_MOUSE Map4k4 protein OS=Mus musculus OX=10090 GN=Map4k4 PE=1 SV=1;tr|A0A0A6YWR8|A0A0A6YWR8_MOUSE Mitogen-activated protein kinase kinase kinase kinase 4 OS=,107170,92513,68699,72156,126280,92278
tr|A0A0A6YWC8|A0A0A6YWC8_MOUSE Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=1;tr|Q5FWJ3|Q5FWJ3_MOUSE Vimentin OS=Mus musculus OX=10090 GN=Vim PE=1 SV=1;tr|Q3V2S4|Q3V2S4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vim PE=2 SV=1;tr|Q3UAX1|Q,18036000,71604000,10771000,4682900,16701000,6883400
tr|A0A0A6YWE6|A0A0A6YWE6_MOUSE Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 SV=1;tr|Q3UHD7|Q3UHD7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Astn1 PE=2 SV=1;sp|Q61137|ASTN1_MOUSE Astrotactin-1 OS=Mus musculus OX=10090 GN=Astn1 PE=1 S,482750,375460,345960,290810,691180,374160
tr|A0A0A6YWH4|A0A0A6YWH4_MOUSE Sodium-coupled neutral amino acid transporter 3 (Fragment) OS=Mus musculus OX=10090 GN=Slc38a3 PE=1 SV=1;tr|A0A0A6YWF5|A0A0A6YWF5_MOUSE Sodium-coupled neutral amino acid transporter 3 (Fragment) OS=Mus musculus OX=10090 GN=Sl,4200400,7845200,5009300,3128300,7825000,4092200
tr|E9QNQ4|E9QNQ4_MOUSE Rap guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Rapgef2 PE=1 SV=1;tr|Q6NXI4|Q6NXI4_MOUSE Rapgef2 protein (Fragment) OS=Mus musculus OX=10090 GN=Rapgef2 PE=2 SV=1;tr|A0A0A6YWG7|A0A0A6YWG7_MOUSE Rap guanine nucleot,3278300,3273800,2587700,2499400,3886800,2563100
tr|A0A0A6YXS8|A0A0A6YXS8_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;tr|A0A0A6YX49|A0A0A6YX49_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1;tr|A0A0A6YWH7|A0A0A6YWH7_MOUSE Antithrombin-III (Fragment) OS=Mus ,270850,421430,296700,215890,337070,249830
tr|A0A0A6YX33|A0A0A6YX33_MOUSE Serine/threonine-protein kinase DCLK2 OS=Mus musculus OX=10090 GN=Dclk2 PE=1 SV=1;tr|A0A0A6YWI6|A0A0A6YWI6_MOUSE Serine/threonine-protein kinase DCLK2 OS=Mus musculus OX=10090 GN=Dclk2 PE=1 SV=1;tr|A0A0A6YX71|A0A0A6YX71_MOUSE,2455300,2542200,2132400,1344600,2049500,2208300
tr|A0A0A6YWM5|A0A0A6YWM5_MOUSE Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=1;tr|E9QKE4|E9QKE4_MOUSE Rab3 GTPase-activating protein non-catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap2 PE=1 SV=1;sp,3054200,2370100,2550300,1193600,1892100,1769000
"tr|A0A0A6YWM6|A0A0A6YWM6_MOUSE Protocadherin gamma subfamily C, 3 OS=Mus musculus OX=10090 GN=Pcdhgc3 PE=1 SV=1;tr|Q4KMN6|Q4KMN6_MOUSE Pcdhgc3 protein OS=Mus musculus OX=10090 GN=Pcdhgc3 PE=2 SV=1;tr|Q91XX1|Q91XX1_MOUSE Protocadherin gamma C3 OS=Mus muscul",44867,35674,37207,16482,37389,31673
tr|A0A0A6YWN9|A0A0A6YWN9_MOUSE Ubiquitin carboxyl-terminal hydrolase 19 (Fragment) OS=Mus musculus OX=10090 GN=Usp19 PE=1 SV=1;tr|E9Q9M5|E9Q9M5_MOUSE Ubiquitin carboxyl-terminal hydrolase 19 OS=Mus musculus OX=10090 GN=Usp19 PE=1 SV=1;tr|A0A0A6YWX1|A0A0A6Y,45337,37133,39733,18984,43637,34582
tr|A0A0A6YWP5|A0A0A6YWP5_MOUSE Tumor suppressor candidate 2 OS=Mus musculus OX=10090 GN=Tusc2 PE=1 SV=1;tr|Q542N4|Q542N4_MOUSE Tumor suppressor candidate 2 OS=Mus musculus OX=10090 GN=Tusc2 PE=1 SV=1;sp|Q9WVF8|TUSC2_MOUSE Tumor suppressor candidate 2 OS=Mu,1514800,1214200,1171200,777750,1385500,939080
tr|A0A0A6YX18|A0A0A6YX18_MOUSE V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;sp|Q8BVE3|VATH_MOUSE V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1;tr|A0A0A6YWP6|A0A0A6YWP6_MOUSE V-type proton ATPas,34013000,24399000,26819000,18309000,27102000,23889000
tr|A0A0A6YX21|A0A0A6YX21_MOUSE Vesicle transport protein OS=Mus musculus OX=10090 GN=Sft2d2 PE=1 SV=1;tr|A0A0A6YY20|A0A0A6YY20_MOUSE Vesicle transport protein OS=Mus musculus OX=10090 GN=Sft2d2 PE=1 SV=1;sp|Q8VD57|SFT2B_MOUSE Vesicle transport protein SFT2,201090,256410,263470,73316,182840,143290
"tr|A0A0A6YX73|A0A0A6YX73_MOUSE cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2a PE=1 SV=1;tr|Q8K1M3|Q8K1M3_MOUSE Protein kinase, cAMP dependent regulatory, type II alpha OS=Mus musculus OX=10090 GN=Prkar2a ",23640000,17517000,15954000,10278000,16600000,14732000
tr|A0A0A6YXS4|A0A0A6YXS4_MOUSE Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=1;tr|A0A0A6YY72|A0A0A6YY72_MOUSE Inosine-5-monophosphate dehydrogenase 2 (Fragment) OS=Mus musculus OX=10090 GN=Impdh2 PE=1 SV=1;,49140,52589,48628,23085,27342,22526
tr|A0A0A6YXV8|A0A0A6YXV8_MOUSE Calmodulin-regulated spectrin-associated protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Camsap2 PE=1 SV=1;tr|B2RRE3|B2RRE3_MOUSE Camsap1l1 protein OS=Mus musculus OX=10090 GN=Camsap2 PE=2 SV=1;tr|A0A0A6YY67|A0A0A6YY67_MOUSE,1602800,1412400,1395000,1089500,1790500,1239200
tr|A0A0A6YY29|A0A0A6YY29_MOUSE Calcyclin-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1;sp|Q9CXW3|CYBP_MOUSE Calcyclin-binding protein OS=Mus musculus OX=10090 GN=Cacybp PE=1 SV=1,2880000,2979100,2526600,1374500,2378500,1783900
tr|Q3USI1|Q3USI1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pcdh7 PE=2 SV=1;tr|Q3TVS7|Q3TVS7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pcdh7 PE=2 SV=1;tr|O88185|O88185_MOUSE BH-protocadherin-a OS=Mus musculus OX=10090 GN=Pcdh,395730,440940,323330,290430,624820,258440
tr|A0A0A6YY91|A0A0A6YY91_MOUSE Neural cell adhesion molecule 1 (Fragment) OS=Mus musculus OX=10090 GN=Ncam1 PE=1 SV=1,20242000,12295000,15247000,9417400,11245000,11268000
tr|Q3TM37|Q3TM37_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Snw1 PE=2 SV=1;tr|A0A0B4J1E2|A0A0B4J1E2_MOUSE SNW domain-containing protein 1 OS=Mus musculus OX=10090 GN=Snw1 PE=1 SV=1;sp|Q9CSN1|SNW1_MOUSE SNW domain-containing protei,7527.1,0,0,0,0,5370.5
tr|D3YTN1|D3YTN1_MOUSE Importin subunit alpha-3 (Fragment) OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=8;tr|Q4FJX1|Q4FJX1_MOUSE Importin subunit alpha OS=Mus musculus OX=10090 GN=Kpna4 PE=1 SV=1;tr|Q3UGH8|Q3UGH8_MOUSE Uncharacterized protein (Fragment) OS=Mu,810500,714620,544090,341890,453340,512040
tr|A2AKI5|A2AKI5_MOUSE Integrin alpha-V OS=Mus musculus OX=10090 GN=Itgav PE=1 SV=1;tr|A0A0F7IQ06|A0A0F7IQ06_MOUSE Alpha v integrin OS=Mus musculus OX=10090 GN=Itgav PE=2 SV=1;sp|P43406|ITAV_MOUSE Integrin alpha-V OS=Mus musculus OX=10090 GN=Itgav PE=1 SV=,1928800,1542900,2077800,1015100,2715500,1718100
tr|A0A0G2JFV3|A0A0G2JFV3_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=1;tr|A0A0G2JDE3|A0A0G2JDE3_MOUSE Adhesion G protein-coupled receptor L2 OS=Mus musculus OX=10090 GN=Adgrl2 PE=1 SV=1;tr|A0A0G2JG66|A0A0G2JG66_M,490590,348650,326940,307890,343840,371290
tr|A0A0G2JDF3|A0A0G2JDF3_MOUSE MAP kinase-activated protein kinase 5 (Fragment) OS=Mus musculus OX=10090 GN=Mapkapk5 PE=1 SV=1;tr|Q3UV25|Q3UV25_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE=2 SV=1;tr|A0A0G2JDU2|A0A0G2JDU2_MOUSE Predicted gene 4,62633,42743,83481,58393,62026,72258
"tr|A0A0G2JDI9|A0A0G2JDI9_MOUSE ATP-binding cassette sub-family D member 3 OS=Mus musculus OX=10090 GN=Abcd3 PE=1 SV=1;tr|Q9DBZ6|Q9DBZ6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Abcd3 PE=2 SV=1;tr|Q91VT3|Q91VT3_MOUSE ATP-binding cassette, su",708290,837320,490720,334710,430620,449220
tr|A0A0G2JEA2|A0A0G2JEA2_MOUSE DCN1-like protein OS=Mus musculus OX=10090 GN=Dcun1d1 PE=1 SV=1;tr|A0A0G2JDN9|A0A0G2JDN9_MOUSE DCN1-like protein (Fragment) OS=Mus musculus OX=10090 GN=Dcun1d1 PE=1 SV=4;tr|A0A1B0GXL7|A0A1B0GXL7_MOUSE DCN1-like protein (Fragm,274430,245990,235980,148640,222060,208870
tr|A0A0G2JDN7|A0A0G2JDN7_MOUSE Microtubule-associated protein OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=1;tr|E9PZ43|E9PZ43_MOUSE Microtubule-associated protein OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3;tr|A0A0G2JFT4|A0A0G2JFT4_MOUSE Microtubule-associated ,2235300,2944400,2679700,885000,1995800,1323700
tr|A0A0G2JGR0|A0A0G2JGR0_MOUSE HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=1 SV=1;tr|Q8R5I5|Q8R5I5_MOUSE HCLS1-associated protein X-1 OS=Mus musculus OX=10090 GN=Hax1 PE=2 SV=1;tr|Q3UXX9|Q3UXX9_MOUSE HCLS1-associated protein X-1 OS=Mus,294740,271940,245340,201330,339290,239640
tr|A0A0G2JDR6|A0A0G2JDR6_MOUSE Leucine-rich repeat flightless-interacting protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Lrrfip2 PE=1 SV=4;tr|A0A0R4J169|A0A0R4J169_MOUSE Leucine-rich repeat flightless-interacting protein 2 OS=Mus musculus OX=10090 GN=Lrr,93656,94528,89571,49836,95636,56749
tr|B9EHV0|B9EHV0_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=1;tr|A0A0G2JDT9|A0A0G2JDT9_MOUSE Leucine-rich repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Lrrc7 PE=1 SV=1;tr|A0A0G2JFZ5|A0A0G2JFZ5_MOUSE L,2844600,1853500,3325900,3965200,6102400,3779100
tr|A0A0G2JGD0|A0A0G2JGD0_MOUSE Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1;tr|A0A0G2JG47|A0A0G2JG47_MOUSE Ubiquitin-associated protein 2-like (Fragment) OS=Mus musculus OX=10090 GN=Ubap2l PE=1 SV=1;tr|Q8BJ53|,1499000,1555600,1294300,1130800,2266800,1029000
tr|A0A0G2JFI6|A0A0G2JFI6_MOUSE Calponin-3 (Fragment) OS=Mus musculus OX=10090 GN=Cnn3 PE=1 SV=4;tr|Q99JN5|Q99JN5_MOUSE Cnn3 protein (Fragment) OS=Mus musculus OX=10090 GN=Cnn3 PE=2 SV=1;tr|A0A0G2JDV8|A0A0G2JDV8_MOUSE Calponin OS=Mus musculus OX=10090 GN=Cn,95310,177310,76850,30502,117270,38527
tr|A0A0G2JDX4|A0A0G2JDX4_MOUSE Tetraspanin-2 (Fragment) OS=Mus musculus OX=10090 GN=Tspan2 PE=1 SV=1;tr|A0A0G2JEZ7|A0A0G2JEZ7_MOUSE Tetraspanin OS=Mus musculus OX=10090 GN=Tspan2 PE=1 SV=1;tr|Q8C0C9|Q8C0C9_MOUSE Tetraspanin (Fragment) OS=Mus musculus OX=10,1531300,187560,2111900,96843,373360,402210
tr|Q8BXZ6|Q8BXZ6_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ankhd1 PE=2 SV=1;tr|Q8C103|Q8C103_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ankhd1 PE=2 SV=1;tr|Q6KAP1|Q6KAP1_MOUSE MFLJ00246 protein (Fragment,97934,96705,91822,52599,105410,70600
"tr|A0A0G2JE27|A0A0G2JE27_MOUSE F-actin-capping protein subunit alpha-1 (Fragment) OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=4;tr|Q5RKN9|Q5RKN9_MOUSE Capping protein (Actin filament) muscle Z-line, alpha 1 OS=Mus musculus OX=10090 GN=Capza1 PE=1 SV=1;tr|Q3",1395300,1673500,1170500,560600,974180,802040
tr|A0A0G2JEU6|A0A0G2JEU6_MOUSE Rho guanine nucleotide exchange factor 9 (Fragment) OS=Mus musculus OX=10090 GN=Arhgef9 PE=1 SV=1;tr|S4R1K5|S4R1K5_MOUSE Rho guanine nucleotide exchange factor 9 OS=Mus musculus OX=10090 GN=Arhgef9 PE=1 SV=1;tr|B1AXI2|B1AXI2_,1843600,1871300,1262700,1516700,1318100,1824700
tr|A0A0G2JE54|A0A0G2JE54_MOUSE Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1;tr|Q9JLM6|Q9JLM6_MOUSE CLICK-I beta OS=Mus musculus OX=10090 GN=Dclk1 PE=2 SV=1;tr|Q8CCN4|Q8CCN4_MOUSE Serine/threonine-protein kinase DCLK1 OS,3168.6,0,0,0,0,0
tr|A0A0G2JEC4|A0A0G2JEC4_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1;sp|Q9JK48|SHLB1_MOUSE Endophilin-B1 OS=Mus musculus OX=10090 GN=Sh3glb1 PE=1 SV=1,1432700,1306100,1442200,934550,1645900,1301300
tr|C6EQG9|C6EQG9_MOUSE ASL1/Amph fusion protein OS=Mus musculus OX=10090 PE=2 SV=1;tr|A0A0G2JEG8|A0A0G2JEG8_MOUSE Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1;sp|Q7TQF7|AMPH_MOUSE Amphiphysin OS=Mus musculus OX=10090 GN=Amph PE=1 SV=1;tr|Q8BXH2|Q,19951000,15515000,17730000,14090000,21476000,15299000
tr|A0A0G2JEN8|A0A0G2JEN8_MOUSE Tuftelin-interacting protein 11 (Fragment) OS=Mus musculus OX=10090 GN=Tfip11 PE=1 SV=1;tr|Q3UGE9|Q3UGE9_MOUSE Tuftelin-interacting protein 11 OS=Mus musculus OX=10090 GN=Tfip11 PE=2 SV=1;tr|Q3TTV6|Q3TTV6_MOUSE Tuftelin-inter,67294,90224,68178,44913,75217,49074
tr|A0A0H2UH27|A0A0H2UH27_MOUSE Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=1;tr|A0A0G2JEP0|A0A0G2JEP0_MOUSE Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 S,1114400,1157400,736670,521540,797580,770610
tr|A0A0G2JER9|A0A0G2JER9_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=1;sp|O54946|DNJB6_MOUSE DnaJ homolog subfamily B member 6 OS=Mus musculus OX=10090 GN=Dnajb6 PE=1 SV=4;tr|F6YRQ2|F6YRQ2_MOUSE DnaJ homolog subfamily,712030,677580,517770,481300,671110,610500
"tr|A0A0G2JEU1|A0A0G2JEU1_MOUSE Aldehyde dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1;tr|Q544B1|Q544B1_MOUSE Aldehyde dehydrogenase 2, mitochondrial, isoform CRA_b OS=Mus musculus OX=10090 GN=Aldh2 PE=1 SV=1;tr|Q3UJW1|Q3UJW1_MOUS",22970000,25999000,19815000,9987300,17484000,14848000
tr|A0A0G2JGY8|A0A0G2JGY8_MOUSE 60S ribosomal protein L34 (Fragment) OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=4;tr|A0A0G2JEY6|A0A0G2JEY6_MOUSE 60S ribosomal protein L34 OS=Mus musculus OX=10090 GN=Rpl34 PE=1 SV=1;sp|Q9D1R9|RL34_MOUSE 60S ribosomal protein ,4874900,4366000,4084000,2192000,4988300,3097500
tr|A0A0G2JFE2|A0A0G2JFE2_MOUSE Cyclin-dependent kinase-like 5 OS=Mus musculus OX=10090 GN=Cdkl5 PE=1 SV=1;tr|A0A0G2JF79|A0A0G2JF79_MOUSE Cyclin-dependent kinase-like 5 OS=Mus musculus OX=10090 GN=Cdkl5 PE=1 SV=1;tr|A0A0G2JGW6|A0A0G2JGW6_MOUSE Cyclin-depend,1359700,2169100,1160700,1464700,2496200,1641300
tr|A0A0G2JGW5|A0A0G2JGW5_MOUSE RIMS-binding protein 2 OS=Mus musculus OX=10090 GN=Rimbp2 PE=1 SV=1;tr|A0A0G2JFB0|A0A0G2JFB0_MOUSE RIMS-binding protein 2 OS=Mus musculus OX=10090 GN=Rimbp2 PE=1 SV=1;tr|D3YXR8|D3YXR8_MOUSE RIMS-binding protein 2 OS=Mus muscu,2471300,1764700,1906700,2164800,3632300,2207600
tr|A0A0G2JFB2|A0A0G2JFB2_MOUSE Tudor and KH domain-containing protein OS=Mus musculus OX=10090 GN=Tdrkh PE=1 SV=1;tr|Q6PGG8|Q6PGG8_MOUSE Tdrkh protein OS=Mus musculus OX=10090 GN=Tdrkh PE=2 SV=1;sp|Q80VL1|TDRKH_MOUSE Tudor and KH domain-containing protein ,353560,306010,291670,164360,301400,254220
tr|A0A0G2JFB4|A0A0G2JFB4_MOUSE Eukaryotic translation initiation factor 4E OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1;tr|A0A0G2JGT5|A0A0G2JGT5_MOUSE Eukaryotic translation initiation factor 4E (Fragment) OS=Mus musculus OX=10090 GN=Eif4e PE=1 SV=1;tr|A0A0,497640,441330,421220,244210,420390,320020
tr|A0A0G2JFM9|A0A0G2JFM9_MOUSE Formin-binding protein 1-like (Fragment) OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=1;tr|E9PUK3|E9PUK3_MOUSE Formin-binding protein 1-like OS=Mus musculus OX=10090 GN=Fnbp1l PE=1 SV=1;tr|E9PUI5|E9PUI5_MOUSE Formin-binding pro,640490,706910,527600,609130,841130,712280
tr|A0A0G2JFP9|A0A0G2JFP9_MOUSE Vascular cell adhesion protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Vcam1 PE=1 SV=1;tr|Q544V4|Q544V4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 PE=1 SV=1;tr|Q91X98|Q91X98_MOUSE Vascular cell adhesion molecule ,225980,198010,161990,156420,378430,198940
tr|A0A0G2JG00|A0A0G2JG00_MOUSE Far upstream element-binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=1 SV=1;tr|Q0P6B2|Q0P6B2_MOUSE Far upstream element (FUSE) binding protein 1 OS=Mus musculus OX=10090 GN=Fubp1 PE=2 SV=1;tr|Q3TUE1|Q3TUE1_MOUSE Far up,8077300,12806000,6728100,4833900,9345900,6686200
tr|A0A0G2JG10|A0A0G2JG10_MOUSE Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Mus musculus OX=10090 GN=Dhx15 PE=1 SV=1;tr|Q3UDX4|Q3UDX4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Dhx15 PE=2 SV=1;tr|Q497W9|Q497W9_MOUS,1388200,2065900,1051900,947100,1250100,1391300
"tr|A0A0G2JG95|A0A0G2JG95_MOUSE Serine/threonine-protein phosphatase PGAM5, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Pgam5 PE=1 SV=1;tr|B7ZNW0|B7ZNW0_MOUSE Pgam5 protein OS=Mus musculus OX=10090 GN=Pgam5 PE=2 SV=1;tr|A1A4A7|A1A4A7_MOUSE Pgam5 pr",225860,170510,140140,142830,191040,175560
tr|A0A0G2JGE0|A0A0G2JGE0_MOUSE BRI3-binding protein (Fragment) OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1;sp|Q8BXV2|BRI3B_MOUSE BRI3-binding protein OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1,710710,520120,464860,279470,246930,499420
tr|A0A0G2JGE1|A0A0G2JGE1_MOUSE Kynurenine--oxoglutarate transaminase 3 (Fragment) OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1;sp|Q71RI9|KAT3_MOUSE Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1,69904,79886,86551,60789,84647,75485
tr|A0A0G2JGE8|A0A0G2JGE8_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1;sp|Q9JIA1|LGI1_MOUSE Leucine-rich glioma-inactivated protein 1 OS=Mus musculus OX=10090 GN=Lgi1 PE=1 SV=1;tr|A0A0G2JGB7|A0A0G2JGB7_MOUSE Leu,24620000,12595000,20834000,14436000,16426000,17609000
tr|A0A0G2JGL8|A0A0G2JGL8_MOUSE Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1;sp|Q99PU8|DHX30_MOUSE Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus OX=10090 GN=Dhx30 PE=1 SV=1,24216,34388,20752,13548,17587,35659
tr|A0A0G2JGP4|A0A0G2JGP4_MOUSE GTPase NRas (Fragment) OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1;tr|Q9D091|Q9D091_MOUSE GTPase NRas OS=Mus musculus OX=10090 GN=Nras PE=1 SV=1;tr|Q3UCX0|Q3UCX0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nras P,744050,613910,762140,402990,839550,650000
tr|A0A0G2JGQ6|A0A0G2JGQ6_MOUSE Serine/threonine-protein kinase DCLK1 OS=Mus musculus OX=10090 GN=Dclk1 PE=1 SV=1;tr|A3KN70|A3KN70_MOUSE Dclk1 protein OS=Mus musculus OX=10090 GN=Dclk1 PE=2 SV=1;tr|Q8CHG1|Q8CHG1_MOUSE MKIAA0369 protein (Fragment) OS=Mus mus,13302000,18871000,8753400,13121000,19320000,13191000
tr|A0A0G2JGR7|A0A0G2JGR7_MOUSE GRB10-interacting GYF protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=1;sp|Q99MR1|GGYF1_MOUSE GRB10-interacting GYF protein 1 OS=Mus musculus OX=10090 GN=Gigyf1 PE=1 SV=2,0,5055.7,0,0,0,0
tr|A0A0G2JGS4|A0A0G2JGS4_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 GN=Camk2d PE=1 SV=1;sp|Q6PHZ2|KCC2D_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Mus musculus OX=10090 G,1688000,845660,900540,549990,657370,943330
tr|A0A0G2JGX4|A0A0G2JGX4_MOUSE Sodium/potassium-transporting ATPase subunit alpha OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1;sp|Q6PIC6|AT1A3_MOUSE Sodium/potassium-transporting ATPase subunit alpha-3 OS=Mus musculus OX=10090 GN=Atp1a3 PE=1 SV=1;tr|Q8VCE0,868350000,570520000,806310000,328750000,546650000,504300000
tr|A0A0G2JGY0|A0A0G2JGY0_MOUSE Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=1;tr|D3YWR7|D3YWR7_MOUSE Dihydropteridine reductase OS=Mus musculus OX=10090 GN=Qdpr PE=1 SV=1;sp|Q8BVI4|DHPR_MOUSE Dihydropteridine reductase OS=Mus musculu,3748400,1840400,5128700,704460,1809900,1607700
tr|A0A0G2JGY9|A0A0G2JGY9_MOUSE Phospholipid phosphatase-related protein type 4 (Fragment) OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=1;sp|Q7TME0|PLPR4_MOUSE Phospholipid phosphatase-related protein type 4 OS=Mus musculus OX=10090 GN=Plppr4 PE=1 SV=2,3139500,3290100,2200300,3633100,6069500,4253000
tr|D3YUJ4|D3YUJ4_MOUSE Cytoplasmic polyadenylation element-binding protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Cpeb2 PE=1 SV=2;tr|A0A0H2UH22|A0A0H2UH22_MOUSE Cytoplasmic polyadenylation element-binding protein 2 (Fragment) OS=Mus musculus OX=10090 GN=,61958,48242,55007,45486,45542,34697
tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE RIKEN cDNA 0610012G03 gene OS=Mus musculus OX=10090 GN=0610012G03Rik PE=1 SV=1,331060,333290,272630,204420,340920,243390
tr|A0A0J9YTW0|A0A0J9YTW0_MOUSE Zinc finger protein 512 (Fragment) OS=Mus musculus OX=10090 GN=Zfp512 PE=1 SV=3;tr|A0A0J9YTU9|A0A0J9YTU9_MOUSE Zinc finger protein 512 OS=Mus musculus OX=10090 GN=Zfp512 PE=1 SV=1;sp|Q69Z99|ZN512_MOUSE Zinc finger protein 512,254270,411770,101550,70669,173900,187150
tr|B1AWN6|B1AWN6_MOUSE Sodium channel protein OS=Mus musculus OX=10090 GN=Scn2a PE=1 SV=1;tr|A0A0R5RP28|A0A0R5RP28_MOUSE Sodium channel protein OS=Mus musculus OX=10090 GN=Scn2a PE=2 SV=1;tr|A0A0J9YTW6|A0A0J9YTW6_MOUSE Sodium channel protein OS=Mus musculu,4921600,2580800,4148200,2827700,4617100,2881500
"tr|A0A0J9YTY0|A0A0J9YTY0_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1;tr|A0A0J9YUL3|A0A0J9YUL3_MOUSE Septin 11, isoform CRA_b OS=Mus musculus OX=10090 GN=Sept11 PE=1 SV=1;sp|Q8C1B7|SEP11_MOUSE Septin-11 OS=Mus musculus OX=10090 GN=Sept11 PE",21823000,14593000,17742000,14923000,13561000,17762000
